2025-11-26 13:30:32,298 - INFO - 使用麦克风: 麦克风 (Realtek(R) Audio)
2025-11-26 13:31:14,442 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 13:55:17,375 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 13:56:40,411 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:37:00,996 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:50:17,880 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:50:56,231 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELE', is_endpoint: False
2025-11-26 14:50:56,331 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELE', is_endpoint: False
2025-11-26 14:50:56,464 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS', is_endpoint: False
2025-11-26 14:50:56,511 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS', is_endpoint: False
2025-11-26 14:50:56,622 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS', is_endpoint: False
2025-11-26 14:50:56,722 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS', is_endpoint: False
2025-11-26 14:50:56,853 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT', is_endpoint: False
2025-11-26 14:50:56,931 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT', is_endpoint: False
2025-11-26 14:50:57,032 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT', is_endpoint: False
2025-11-26 14:50:57,162 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT', is_endpoint: False
2025-11-26 14:50:57,221 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT', is_endpoint: False
2025-11-26 14:50:57,321 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT', is_endpoint: False
2025-11-26 14:50:57,445 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT', is_endpoint: False
2025-11-26 14:50:57,531 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT', is_endpoint: False
2025-11-26 14:50:57,632 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT', is_endpoint: False
2025-11-26 14:50:57,763 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF', is_endpoint: False
2025-11-26 14:50:57,811 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF', is_endpoint: False
2025-11-26 14:50:57,921 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF', is_endpoint: False
2025-11-26 14:50:58,044 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOS', is_endpoint: False
2025-11-26 14:50:58,131 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOS', is_endpoint: False
2025-11-26 14:50:58,232 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOS', is_endpoint: False
2025-11-26 14:50:58,331 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOS', is_endpoint: False
2025-11-26 14:50:58,462 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS', is_endpoint: False
2025-11-26 14:50:58,521 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS', is_endpoint: False
2025-11-26 14:50:58,620 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS', is_endpoint: False
2025-11-26 14:50:58,743 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS', is_endpoint: False
2025-11-26 14:50:58,831 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS', is_endpoint: False
2025-11-26 14:50:58,931 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS', is_endpoint: False
2025-11-26 14:50:59,063 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS', is_endpoint: False
2025-11-26 14:50:59,112 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS', is_endpoint: False
2025-11-26 14:50:59,221 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS', is_endpoint: False
2025-11-26 14:50:59,342 - INFO - [DEBUG] Result: 'WELL GOT A TREE IN THE MIDDLE OF ROAD ELDENT PUSH IT OVERLOOKING FOR PALM FRUITS DOMINIQUE YOU THINK THIS IS ELEPHANT DAMAGE ELEPHANT MAINTENANCE YEAH ELE I LIKE THAT GOREN GOES A NATIONAL PARK IN MOSAMBIQUE IS ONE OF THE JEWELS OF SOUTHERN AFRICA IF YOURE LOOKING ENOUGH TO VISIT YOU MIGHT EVEN SPOT SOME ELEPHANTS ALTHOUGH GORN GOES IS ELEPHANTS HAVE A REPUTATION FOR BEING HARD TO FIND AND THATS NOT THE ONLY THING THAT MAKES THESE ELEPHANTS DIFFERENT A LOT OF GORN GOSS ELEPHANTS ARE T', is_endpoint: False
2025-11-26 14:53:00,233 - ERROR - Traceback (most recent call last):
2025-11-26 14:53:00,233 - ERROR - File "e:\Github\realtimeSTT\src\ui.py", line 698, in closeEvent
2025-11-26 14:53:00,234 - ERROR - def closeEvent(self, event: QCloseEvent):
2025-11-26 14:53:00,234 - ERROR - KeyboardInterrupt
2025-11-26 14:53:06,399 - INFO - 使用系统声音: 立体声混音 (Realtek(R) Audio)
2025-11-26 14:53:12,954 - INFO - [DEBUG] Result: 'YOU GOING', is_endpoint: False
2025-11-26 14:53:13,032 - INFO - [DEBUG] Result: 'YOU GOING', is_endpoint: False
2025-11-26 14:53:13,141 - INFO - [DEBUG] Result: 'YOU GOING', is_endpoint: False
2025-11-26 14:53:13,264 - INFO - [DEBUG] Result: 'YOU GOING OUT AND', is_endpoint: False
2025-11-26 14:53:13,341 - INFO - [DEBUG] Result: 'YOU GOING OUT AND', is_endpoint: False
2025-11-26 14:53:13,452 - INFO - [DEBUG] Result: 'YOU GOING OUT AND', is_endpoint: False
2025-11-26 14:53:13,531 - INFO - [DEBUG] Result: 'YOU GOING OUT AND', is_endpoint: False
2025-11-26 14:53:13,653 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING', is_endpoint: False
2025-11-26 14:53:13,732 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING', is_endpoint: False
2025-11-26 14:53:13,842 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING', is_endpoint: False
2025-11-26 14:53:13,964 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL', is_endpoint: False
2025-11-26 14:53:14,051 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL', is_endpoint: False
2025-11-26 14:53:14,122 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL', is_endpoint: False
2025-11-26 14:53:14,254 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM', is_endpoint: False
2025-11-26 14:53:14,332 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM', is_endpoint: False
2025-11-26 14:53:14,441 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM', is_endpoint: False
2025-11-26 14:53:14,564 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM', is_endpoint: False
2025-11-26 14:53:14,642 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM', is_endpoint: False
2025-11-26 14:53:14,751 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM', is_endpoint: False
2025-11-26 14:53:14,853 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:14,932 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,031 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,142 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,262 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,352 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,421 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,553 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
2025-11-26 14:53:15,632 - INFO - [DEBUG] Result: 'YOU GOING OUT AND LOOKING FOR ALL OF THEM YEAH', is_endpoint: False
